Supplier_ID,Supplier_Name,Ingredient_Code,Ingredient_Name,CAS_Number,Purity,Batch_Number,Physical_State,pH,Toxicity_Profile,Solubility,Stability_Info,Recommended_Usage,Regulatory_Status,Shelf_Life,Lead_Time_for_Delivery,Availability,Cost_per_Unit,Safety_Data_Sheet,Transport_Conditions
SUP_5368,ABC Chemicals Pvt Ltd,ING_25866,Sodium Hypochlorite,7664-93-9,94.62%,BN_6027_07,Liquid,5.36,Non-Toxic,Partially soluble,Keep refrigerated,1.99%,REACH Compliant,30 months,8 working days,Out of Stock,₹551.35 / unit,https://supplierportal.com/SDS/7035,Handle with care
SUP_7127,Global Chem Ltd,ING_50115,Hydrochloric Acid,12125-02-9,98.71%,BN_1668_07,Gas,3.48,Corrosive,Soluble in water,Stable under 25°C,8.82%,Non-Compliant,8 months,8 working days,Limited Stock,₹709.09 / unit,https://supplierportal.com/SDS/8248,Fragile
SUP_9462,Global Chem Ltd,ING_52320,Sulfuric Acid,7681-52-9,91.01%,BN_7149_12,Liquid,1.5,Non-Toxic,Partially soluble,Stable under 25°C,4.57%,REACH Compliant,15 months,5 working days,Limited Stock,₹455.81 / unit,https://supplierportal.com/SDS/5833,Handle with care
SUP_2072,XYZ Suppliers,ING_87613,Sulfuric Acid,7647-01-0,93.48%,BN_3184_01,Gas,8.52,Corrosive,Insoluble,Avoid sunlight,9.00%,Non-Compliant,31 months,13 working days,Limited Stock,₹884.17 / unit,https://supplierportal.com/SDS/4511,Fragile
SUP_5373,Global Chem Ltd,ING_80632,Sulfuric Acid,7647-01-0,94.41%,BN_3288_11,Gas,3.7,Irritant,Insoluble,Stable under 25°C,9.72%,Non-Compliant,20 months,5 working days,In Stock,₹827.14 / unit,https://supplierportal.com/SDS/2604,Fragile
SUP_9922,Global Chem Ltd,ING_85498,Citric Acid,12125-02-9,98.84%,BN_7272_10,Liquid,2.39,Corrosive,Insoluble,Stable under 25°C,4.39%,Non-Compliant,31 months,11 working days,In Stock,₹881.78 / unit,https://supplierportal.com/SDS/8322,Fragile
SUP_2721,XYZ Suppliers,ING_40515,Sodium Hypochlorite,77-92-9,95.35%,BN_1612_03,Liquid,4.92,Non-Toxic,Soluble in water,Avoid sunlight,9.11%,REACH Compliant,21 months,5 working days,Limited Stock,₹381.12 / unit,https://supplierportal.com/SDS/3078,Hazardous Material
SUP_7199,Global Chem Ltd,ING_68452,Sodium Hypochlorite,7681-52-9,91.35%,BN_5215_01,Gas,11.57,Irritant,Insoluble,Avoid sunlight,6.18%,REACH Compliant,7 months,13 working days,In Stock,₹617.46 / unit,https://supplierportal.com/SDS/7141,Hazardous Material
SUP_1442,ABC Chemicals Pvt Ltd,ING_24980,Sulfuric Acid,7664-93-9,98.91%,BN_4241_03,Solid,6.93,Corrosive,Soluble in water,Avoid sunlight,3.38%,Non-Compliant,21 months,11 working days,Limited Stock,₹249.74 / unit,https://supplierportal.com/SDS/4677,Fragile
SUP_9496,Global Chem Ltd,ING_17214,Hydrochloric Acid,7664-93-9,91.18%,BN_8032_12,Gas,2.79,Irritant,Insoluble,Stable under 25°C,1.50%,REACH Compliant,33 months,9 working days,In Stock,₹665.48 / unit,https://supplierportal.com/SDS/2586,Handle with care
SUP_8976,ABC Chemicals Pvt Ltd,ING_38388,Sulfuric Acid,7664-93-9,96.90%,BN_1917_11,Gas,3.44,Non-Toxic,Partially soluble,Stable under 25°C,3.09%,Non-Compliant,32 months,5 working days,Limited Stock,₹771.05 / unit,https://supplierportal.com/SDS/3890,Handle with care
SUP_5604,ABC Chemicals Pvt Ltd,ING_94338,Sulfuric Acid,12125-02-9,98.07%,BN_9203_09,Solid,8.88,Non-Toxic,Insoluble,Stable under 25°C,3.79%,Non-Compliant,7 months,9 working days,In Stock,₹840.65 / unit,https://supplierportal.com/SDS/3029,Handle with care
SUP_4274,XYZ Suppliers,ING_83550,Sodium Hypochlorite,77-92-9,90.52%,BN_4165_04,Gas,6.32,Irritant,Soluble in water,Keep refrigerated,9.41%,Non-Compliant,26 months,7 working days,Limited Stock,₹374.56 / unit,https://supplierportal.com/SDS/4863,Hazardous Material
SUP_1616,Global Chem Ltd,ING_34393,Hydrochloric Acid,7647-01-0,95.63%,BN_2658_11,Gas,8.34,Corrosive,Soluble in water,Keep refrigerated,7.60%,Non-Compliant,35 months,13 working days,Limited Stock,₹615.24 / unit,https://supplierportal.com/SDS/3875,Hazardous Material
SUP_1925,XYZ Suppliers,ING_71594,Citric Acid,77-92-9,97.75%,BN_4853_02,Liquid,13.09,Corrosive,Partially soluble,Stable under 25°C,6.33%,Non-Compliant,16 months,7 working days,Limited Stock,₹450.34 / unit,https://supplierportal.com/SDS/5144,Fragile
SUP_2887,Global Chem Ltd,ING_92101,Sodium Hypochlorite,77-92-9,99.32%,BN_6965_04,Liquid,9.59,Corrosive,Soluble in water,Avoid sunlight,7.16%,Non-Compliant,17 months,3 working days,Limited Stock,₹657.11 / unit,https://supplierportal.com/SDS/7094,Fragile
SUP_6592,Prime Chemicals,ING_26541,Hydrochloric Acid,12125-02-9,95.95%,BN_7459_12,Liquid,1.97,Corrosive,Partially soluble,Keep refrigerated,6.70%,REACH Compliant,22 months,9 working days,In Stock,₹660.56 / unit,https://supplierportal.com/SDS/2968,Fragile
SUP_9488,XYZ Suppliers,ING_11281,Sodium Hypochlorite,77-92-9,96.83%,BN_1217_08,Solid,13.01,Non-Toxic,Soluble in water,Keep refrigerated,3.20%,Non-Compliant,24 months,14 working days,In Stock,₹939.01 / unit,https://supplierportal.com/SDS/8106,Fragile
SUP_9370,Prime Chemicals,ING_36382,Sodium Hypochlorite,12125-02-9,90.91%,BN_7375_11,Gas,9.13,Non-Toxic,Partially soluble,Avoid sunlight,5.95%,REACH Compliant,18 months,14 working days,Limited Stock,₹861.91 / unit,https://supplierportal.com/SDS/1481,Hazardous Material
SUP_3087,ABC Chemicals Pvt Ltd,ING_51292,Ammonium Chloride,12125-02-9,90.12%,BN_7922_11,Solid,7.26,Irritant,Soluble in water,Keep refrigerated,6.56%,Non-Compliant,24 months,9 working days,Out of Stock,₹847.86 / unit,https://supplierportal.com/SDS/4347,Handle with care
SUP_4796,ABC Chemicals Pvt Ltd,ING_96994,Ammonium Chloride,77-92-9,93.24%,BN_2020_08,Gas,6.59,Corrosive,Partially soluble,Avoid sunlight,1.52%,REACH Compliant,19 months,4 working days,In Stock,₹142.37 / unit,https://supplierportal.com/SDS/2574,Hazardous Material
SUP_4230,Global Chem Ltd,ING_88721,Ammonium Chloride,12125-02-9,91.41%,BN_7492_07,Solid,11,Corrosive,Partially soluble,Keep refrigerated,8.62%,Non-Compliant,34 months,6 working days,Limited Stock,₹303.99 / unit,https://supplierportal.com/SDS/7125,Fragile
SUP_7591,Prime Chemicals,ING_95836,Sulfuric Acid,7681-52-9,94.99%,BN_4732_05,Liquid,9.71,Non-Toxic,Soluble in water,Avoid sunlight,8.15%,Non-Compliant,11 months,13 working days,In Stock,₹791.72 / unit,https://supplierportal.com/SDS/5383,Fragile
SUP_8252,XYZ Suppliers,ING_18702,Ammonium Chloride,7664-93-9,91.40%,BN_4295_01,Gas,1.38,Corrosive,Partially soluble,Stable under 25°C,9.37%,REACH Compliant,8 months,6 working days,In Stock,₹958.55 / unit,https://supplierportal.com/SDS/6052,Hazardous Material
SUP_6953,ABC Chemicals Pvt Ltd,ING_21211,Citric Acid,7664-93-9,92.34%,BN_6685_07,Solid,11.45,Non-Toxic,Partially soluble,Keep refrigerated,1.60%,REACH Compliant,22 months,6 working days,Out of Stock,₹676.58 / unit,https://supplierportal.com/SDS/7227,Handle with care
SUP_9519,Global Chem Ltd,ING_82633,Ammonium Chloride,12125-02-9,99.80%,BN_1482_11,Gas,6.95,Irritant,Insoluble,Stable under 25°C,5.82%,REACH Compliant,23 months,6 working days,In Stock,₹538.37 / unit,https://supplierportal.com/SDS/3456,Handle with care
SUP_6317,XYZ Suppliers,ING_39570,Ammonium Chloride,12125-02-9,99.29%,BN_6818_03,Gas,9.86,Irritant,Partially soluble,Stable under 25°C,9.19%,Non-Compliant,24 months,10 working days,Out of Stock,₹543.65 / unit,https://supplierportal.com/SDS/4022,Fragile
SUP_8381,Global Chem Ltd,ING_52928,Ammonium Chloride,12125-02-9,93.02%,BN_2379_02,Solid,6.75,Irritant,Soluble in water,Keep refrigerated,5.55%,Non-Compliant,6 months,4 working days,In Stock,₹300.79 / unit,https://supplierportal.com/SDS/2309,Fragile
SUP_4941,XYZ Suppliers,ING_13853,Hydrochloric Acid,7681-52-9,94.42%,BN_4799_01,Gas,10.11,Irritant,Insoluble,Stable under 25°C,3.12%,REACH Compliant,15 months,4 working days,Out of Stock,₹905.81 / unit,https://supplierportal.com/SDS/9916,Fragile
SUP_1103,Prime Chemicals,ING_77110,Citric Acid,7664-93-9,95.43%,BN_1955_11,Solid,7.19,Corrosive,Partially soluble,Avoid sunlight,1.39%,REACH Compliant,34 months,4 working days,Out of Stock,₹580.25 / unit,https://supplierportal.com/SDS/9648,Handle with care
SUP_1153,Global Chem Ltd,ING_15403,Citric Acid,12125-02-9,92.55%,BN_6703_09,Solid,4.6,Corrosive,Insoluble,Keep refrigerated,2.84%,REACH Compliant,10 months,13 working days,Out of Stock,₹823.43 / unit,https://supplierportal.com/SDS/5867,Hazardous Material
SUP_3289,Prime Chemicals,ING_66741,Hydrochloric Acid,7647-01-0,92.37%,BN_8410_04,Solid,4.92,Corrosive,Partially soluble,Avoid sunlight,3.32%,REACH Compliant,7 months,13 working days,Out of Stock,₹492.61 / unit,https://supplierportal.com/SDS/3711,Hazardous Material
SUP_4882,XYZ Suppliers,ING_24575,Ammonium Chloride,7647-01-0,94.41%,BN_9540_12,Liquid,2.62,Irritant,Insoluble,Stable under 25°C,2.99%,REACH Compliant,28 months,12 working days,Out of Stock,₹509.48 / unit,https://supplierportal.com/SDS/2178,Hazardous Material
SUP_5557,ABC Chemicals Pvt Ltd,ING_38968,Hydrochloric Acid,7681-52-9,98.88%,BN_1785_05,Liquid,12.41,Irritant,Soluble in water,Keep refrigerated,5.28%,REACH Compliant,26 months,4 working days,Out of Stock,₹170.48 / unit,https://supplierportal.com/SDS/1418,Handle with care
SUP_3833,XYZ Suppliers,ING_89489,Sodium Hypochlorite,7681-52-9,94.71%,BN_4734_03,Solid,3.29,Non-Toxic,Partially soluble,Keep refrigerated,4.75%,REACH Compliant,10 months,13 working days,In Stock,₹941.45 / unit,https://supplierportal.com/SDS/4382,Hazardous Material
SUP_5502,Prime Chemicals,ING_73872,Sulfuric Acid,12125-02-9,92.19%,BN_1764_01,Liquid,4.56,Non-Toxic,Insoluble,Keep refrigerated,5.85%,Non-Compliant,17 months,13 working days,In Stock,₹884.30 / unit,https://supplierportal.com/SDS/6229,Fragile
SUP_6276,ABC Chemicals Pvt Ltd,ING_30477,Ammonium Chloride,7647-01-0,91.69%,BN_9714_07,Liquid,12.83,Non-Toxic,Soluble in water,Stable under 25°C,3.07%,Non-Compliant,25 months,3 working days,Out of Stock,₹419.35 / unit,https://supplierportal.com/SDS/8473,Fragile
SUP_9066,Global Chem Ltd,ING_36181,Sulfuric Acid,12125-02-9,92.93%,BN_3042_09,Liquid,7.07,Irritant,Partially soluble,Stable under 25°C,9.58%,Non-Compliant,9 months,7 working days,In Stock,₹558.90 / unit,https://supplierportal.com/SDS/8078,Handle with care
SUP_7325,XYZ Suppliers,ING_89899,Citric Acid,7664-93-9,97.00%,BN_4342_04,Liquid,8.1,Non-Toxic,Soluble in water,Avoid sunlight,3.81%,Non-Compliant,11 months,4 working days,Limited Stock,₹438.47 / unit,https://supplierportal.com/SDS/3886,Handle with care
SUP_8403,ABC Chemicals Pvt Ltd,ING_36523,Citric Acid,7664-93-9,92.11%,BN_5112_05,Liquid,9.34,Non-Toxic,Soluble in water,Keep refrigerated,8.38%,Non-Compliant,17 months,5 working days,Out of Stock,₹509.02 / unit,https://supplierportal.com/SDS/1048,Fragile
SUP_1127,Prime Chemicals,ING_48398,Ammonium Chloride,77-92-9,90.59%,BN_5287_03,Gas,3.63,Corrosive,Partially soluble,Keep refrigerated,1.80%,Non-Compliant,22 months,10 working days,Out of Stock,₹341.41 / unit,https://supplierportal.com/SDS/1161,Hazardous Material
SUP_8597,Global Chem Ltd,ING_47937,Hydrochloric Acid,77-92-9,98.65%,BN_4406_07,Solid,8.86,Non-Toxic,Partially soluble,Avoid sunlight,9.34%,REACH Compliant,27 months,8 working days,Limited Stock,₹200.32 / unit,https://supplierportal.com/SDS/6803,Handle with care
SUP_1378,XYZ Suppliers,ING_14966,Sodium Hypochlorite,7664-93-9,98.61%,BN_1131_09,Gas,6.58,Corrosive,Soluble in water,Avoid sunlight,4.76%,REACH Compliant,11 months,11 working days,Limited Stock,₹749.65 / unit,https://supplierportal.com/SDS/8903,Hazardous Material
SUP_7260,ABC Chemicals Pvt Ltd,ING_32571,Citric Acid,7664-93-9,98.32%,BN_3668_09,Gas,11.67,Irritant,Partially soluble,Keep refrigerated,2.24%,Non-Compliant,28 months,5 working days,Out of Stock,₹903.20 / unit,https://supplierportal.com/SDS/9864,Hazardous Material
SUP_5198,Prime Chemicals,ING_91535,Sulfuric Acid,7647-01-0,95.01%,BN_5677_07,Solid,8.88,Non-Toxic,Insoluble,Avoid sunlight,3.15%,REACH Compliant,13 months,12 working days,Out of Stock,₹493.48 / unit,https://supplierportal.com/SDS/7647,Fragile
SUP_1536,Global Chem Ltd,ING_33249,Sulfuric Acid,12125-02-9,90.68%,BN_5249_05,Gas,6.15,Non-Toxic,Insoluble,Keep refrigerated,6.67%,Non-Compliant,7 months,11 working days,Limited Stock,₹803.44 / unit,https://supplierportal.com/SDS/8412,Hazardous Material
SUP_3377,Global Chem Ltd,ING_57826,Hydrochloric Acid,7664-93-9,96.91%,BN_8101_03,Liquid,12.44,Non-Toxic,Soluble in water,Avoid sunlight,6.91%,Non-Compliant,35 months,4 working days,Out of Stock,₹351.25 / unit,https://supplierportal.com/SDS/8787,Hazardous Material
SUP_5615,Prime Chemicals,ING_73254,Ammonium Chloride,7664-93-9,95.66%,BN_3142_10,Liquid,12.11,Irritant,Insoluble,Avoid sunlight,1.10%,Non-Compliant,7 months,7 working days,Limited Stock,₹976.90 / unit,https://supplierportal.com/SDS/1808,Handle with care
SUP_5766,Prime Chemicals,ING_76868,Sulfuric Acid,77-92-9,92.24%,BN_5187_12,Liquid,7.51,Non-Toxic,Partially soluble,Stable under 25°C,5.49%,REACH Compliant,17 months,4 working days,Limited Stock,₹467.83 / unit,https://supplierportal.com/SDS/6368,Fragile
SUP_8218,Global Chem Ltd,ING_39097,Hydrochloric Acid,7681-52-9,93.39%,BN_7834_12,Solid,3.24,Non-Toxic,Soluble in water,Keep refrigerated,8.65%,REACH Compliant,18 months,9 working days,In Stock,₹864.82 / unit,https://supplierportal.com/SDS/1475,Handle with care
SUP_5851,Prime Chemicals,ING_48543,Hydrochloric Acid,7647-01-0,92.99%,BN_3047_10,Gas,11.97,Non-Toxic,Partially soluble,Avoid sunlight,6.20%,Non-Compliant,9 months,12 working days,Out of Stock,₹647.13 / unit,https://supplierportal.com/SDS/8056,Fragile
SUP_9683,XYZ Suppliers,ING_26998,Citric Acid,7664-93-9,93.56%,BN_9509_12,Solid,8.82,Non-Toxic,Partially soluble,Avoid sunlight,1.39%,REACH Compliant,33 months,12 working days,Out of Stock,₹318.28 / unit,https://supplierportal.com/SDS/4046,Handle with care
SUP_8074,XYZ Suppliers,ING_53312,Ammonium Chloride,7664-93-9,98.55%,BN_4709_03,Solid,8.48,Corrosive,Soluble in water,Avoid sunlight,1.89%,REACH Compliant,12 months,14 working days,Limited Stock,₹426.64 / unit,https://supplierportal.com/SDS/2317,Hazardous Material
SUP_3481,ABC Chemicals Pvt Ltd,ING_58795,Sulfuric Acid,7647-01-0,94.92%,BN_9090_03,Liquid,7.26,Corrosive,Partially soluble,Stable under 25°C,8.38%,Non-Compliant,24 months,8 working days,Out of Stock,₹990.63 / unit,https://supplierportal.com/SDS/4463,Handle with care
SUP_9439,ABC Chemicals Pvt Ltd,ING_96621,Sodium Hypochlorite,7664-93-9,92.45%,BN_9202_09,Solid,8.89,Corrosive,Partially soluble,Stable under 25°C,8.16%,REACH Compliant,36 months,3 working days,Limited Stock,₹485.43 / unit,https://supplierportal.com/SDS/4589,Fragile
SUP_9334,Global Chem Ltd,ING_22952,Citric Acid,77-92-9,99.56%,BN_7732_05,Gas,2.25,Corrosive,Partially soluble,Avoid sunlight,5.86%,Non-Compliant,8 months,13 working days,Out of Stock,₹965.94 / unit,https://supplierportal.com/SDS/3555,Hazardous Material
SUP_4026,Global Chem Ltd,ING_49587,Hydrochloric Acid,77-92-9,91.82%,BN_6071_12,Solid,2.16,Non-Toxic,Insoluble,Keep refrigerated,6.28%,REACH Compliant,18 months,10 working days,Limited Stock,₹581.76 / unit,https://supplierportal.com/SDS/4587,Fragile
SUP_1227,ABC Chemicals Pvt Ltd,ING_61740,Ammonium Chloride,7664-93-9,98.53%,BN_7681_04,Solid,4.73,Irritant,Soluble in water,Keep refrigerated,5.07%,REACH Compliant,8 months,3 working days,Limited Stock,₹842.34 / unit,https://supplierportal.com/SDS/7613,Hazardous Material
SUP_8059,Prime Chemicals,ING_37096,Ammonium Chloride,7647-01-0,91.03%,BN_3822_10,Solid,8.05,Irritant,Soluble in water,Stable under 25°C,5.73%,Non-Compliant,11 months,13 working days,Limited Stock,₹220.76 / unit,https://supplierportal.com/SDS/8066,Handle with care
SUP_8098,Global Chem Ltd,ING_36598,Sulfuric Acid,12125-02-9,99.31%,BN_1385_04,Liquid,4.49,Corrosive,Insoluble,Keep refrigerated,7.51%,Non-Compliant,25 months,3 working days,In Stock,₹194.89 / unit,https://supplierportal.com/SDS/2929,Fragile
SUP_3477,Prime Chemicals,ING_93869,Ammonium Chloride,7664-93-9,99.72%,BN_5235_01,Liquid,8.33,Irritant,Partially soluble,Avoid sunlight,4.24%,REACH Compliant,17 months,7 working days,Limited Stock,₹781.44 / unit,https://supplierportal.com/SDS/1860,Handle with care
SUP_1652,Global Chem Ltd,ING_16278,Sulfuric Acid,12125-02-9,90.87%,BN_4771_05,Solid,4.03,Irritant,Insoluble,Avoid sunlight,3.09%,REACH Compliant,11 months,12 working days,Limited Stock,₹407.41 / unit,https://supplierportal.com/SDS/9838,Hazardous Material
SUP_4212,ABC Chemicals Pvt Ltd,ING_73649,Sodium Hypochlorite,7681-52-9,94.38%,BN_3732_12,Gas,3.52,Non-Toxic,Soluble in water,Keep refrigerated,6.59%,REACH Compliant,31 months,3 working days,Out of Stock,₹368.05 / unit,https://supplierportal.com/SDS/3375,Fragile
SUP_6095,ABC Chemicals Pvt Ltd,ING_98515,Ammonium Chloride,77-92-9,95.16%,BN_5541_11,Gas,8.67,Corrosive,Insoluble,Avoid sunlight,2.28%,Non-Compliant,30 months,11 working days,Limited Stock,₹367.26 / unit,https://supplierportal.com/SDS/2245,Hazardous Material
SUP_5176,Global Chem Ltd,ING_79951,Ammonium Chloride,7664-93-9,91.88%,BN_3850_09,Gas,12.85,Irritant,Partially soluble,Keep refrigerated,8.84%,REACH Compliant,26 months,6 working days,In Stock,₹522.05 / unit,https://supplierportal.com/SDS/1550,Hazardous Material
SUP_2777,XYZ Suppliers,ING_18579,Hydrochloric Acid,7681-52-9,92.04%,BN_6994_04,Solid,6.4,Non-Toxic,Soluble in water,Avoid sunlight,2.08%,Non-Compliant,18 months,10 working days,Limited Stock,₹115.07 / unit,https://supplierportal.com/SDS/1063,Fragile
SUP_5263,Global Chem Ltd,ING_77984,Citric Acid,7664-93-9,97.32%,BN_5585_05,Solid,5.05,Corrosive,Insoluble,Avoid sunlight,1.11%,Non-Compliant,19 months,4 working days,Out of Stock,₹513.26 / unit,https://supplierportal.com/SDS/4644,Fragile
SUP_8820,Prime Chemicals,ING_45192,Hydrochloric Acid,7681-52-9,93.26%,BN_5359_01,Liquid,2.45,Irritant,Soluble in water,Stable under 25°C,1.03%,REACH Compliant,12 months,8 working days,Out of Stock,₹281.05 / unit,https://supplierportal.com/SDS/9034,Fragile
SUP_7868,Global Chem Ltd,ING_90939,Sulfuric Acid,7681-52-9,97.19%,BN_4868_03,Liquid,10.71,Irritant,Soluble in water,Keep refrigerated,1.50%,REACH Compliant,13 months,12 working days,Limited Stock,₹771.13 / unit,https://supplierportal.com/SDS/5772,Handle with care
SUP_3152,ABC Chemicals Pvt Ltd,ING_43970,Hydrochloric Acid,12125-02-9,99.79%,BN_1190_03,Solid,10.91,Non-Toxic,Partially soluble,Keep refrigerated,2.27%,REACH Compliant,19 months,6 working days,Out of Stock,₹115.58 / unit,https://supplierportal.com/SDS/9244,Handle with care
SUP_7234,ABC Chemicals Pvt Ltd,ING_38347,Sodium Hypochlorite,12125-02-9,98.23%,BN_4345_11,Gas,2.11,Irritant,Partially soluble,Keep refrigerated,5.81%,REACH Compliant,30 months,8 working days,Out of Stock,₹215.44 / unit,https://supplierportal.com/SDS/9954,Handle with care
SUP_6136,Prime Chemicals,ING_72138,Citric Acid,7681-52-9,96.30%,BN_1147_02,Gas,10.95,Irritant,Partially soluble,Keep refrigerated,7.40%,Non-Compliant,21 months,9 working days,In Stock,₹192.81 / unit,https://supplierportal.com/SDS/3020,Fragile
SUP_8536,XYZ Suppliers,ING_36895,Sodium Hypochlorite,12125-02-9,97.17%,BN_9741_06,Liquid,9.55,Irritant,Partially soluble,Stable under 25°C,2.58%,Non-Compliant,28 months,8 working days,Out of Stock,₹701.09 / unit,https://supplierportal.com/SDS/3072,Hazardous Material
SUP_2546,ABC Chemicals Pvt Ltd,ING_44626,Citric Acid,7681-52-9,92.89%,BN_7162_05,Liquid,6.48,Irritant,Partially soluble,Stable under 25°C,9.30%,REACH Compliant,9 months,13 working days,In Stock,₹211.86 / unit,https://supplierportal.com/SDS/7337,Handle with care
SUP_5558,Global Chem Ltd,ING_73491,Sodium Hypochlorite,7647-01-0,92.62%,BN_9019_05,Gas,4.45,Irritant,Soluble in water,Stable under 25°C,4.68%,REACH Compliant,36 months,13 working days,In Stock,₹142.24 / unit,https://supplierportal.com/SDS/8226,Fragile
SUP_2706,Global Chem Ltd,ING_57763,Ammonium Chloride,7664-93-9,98.74%,BN_9276_03,Liquid,7.74,Non-Toxic,Partially soluble,Stable under 25°C,6.36%,Non-Compliant,6 months,3 working days,Limited Stock,₹550.40 / unit,https://supplierportal.com/SDS/6317,Fragile
SUP_1162,Global Chem Ltd,ING_93068,Sodium Hypochlorite,7681-52-9,96.84%,BN_6157_06,Solid,8.42,Irritant,Insoluble,Stable under 25°C,7.34%,Non-Compliant,28 months,12 working days,Limited Stock,₹194.02 / unit,https://supplierportal.com/SDS/9075,Hazardous Material
SUP_7033,Prime Chemicals,ING_74108,Sulfuric Acid,77-92-9,92.72%,BN_4510_06,Liquid,8.77,Irritant,Insoluble,Keep refrigerated,3.40%,REACH Compliant,16 months,4 working days,Out of Stock,₹377.44 / unit,https://supplierportal.com/SDS/7545,Fragile
SUP_8095,Prime Chemicals,ING_47718,Sodium Hypochlorite,7664-93-9,96.13%,BN_8113_03,Liquid,7.62,Corrosive,Insoluble,Avoid sunlight,2.82%,Non-Compliant,6 months,5 working days,Limited Stock,₹385.33 / unit,https://supplierportal.com/SDS/7640,Hazardous Material
SUP_9351,Prime Chemicals,ING_15963,Sulfuric Acid,77-92-9,99.09%,BN_5409_09,Gas,1.62,Irritant,Soluble in water,Stable under 25°C,1.06%,REACH Compliant,13 months,11 working days,Limited Stock,₹459.76 / unit,https://supplierportal.com/SDS/8550,Fragile
